T_outdoor_dry,Single_setpoint,T_outdoor_wet,T_waterMains,T_sky,People_count,Diffuse_solar_radiation,Direct_solar_radiation,Wind_speed,Relative_humidity
-2.2,20.5,-3.162744903371713,6.2883333333333296,-9.728849736734674,0.245901639344262,263.0,4.5,3.6,82.0
-2.075,20.5,-3.003110332660415,6.2883333333333296,-9.548114707428,0.245901639344262,274.0,4.25,3.35,82.75
-1.95,20.0,-2.8429957714822924,6.2883333333333296,-9.36775067081993,0.245901639344262,285.0,4.0,3.1,83.5
-1.825,20.0,-2.682394527723505,6.2883333333333296,-9.187755854850195,0.245901639344262,284.0,4.5,2.85,84.25
-1.7,20.0,-2.5213109935915283,6.2883333333333296,-9.008128500723217,0.245901639344262,283.0,5.0,2.6,85.0
-1.5499999999999998,20.0,-2.321768293485303,6.2883333333333296,-8.828866862773395,0.245901639344262,282.0,5.5,2.325,86.0
-1.4,20.0,-2.121465275754788,6.2883333333333296,-8.649969208331584,0.245901639344262,281.0,6.0,2.05,87.0
-1.25,20.0,-1.9204088016841403,6.2883333333333296,-8.471433817593663,0.245901639344262,271.5,5.25,1.775,88.0
-1.1,20.0,-1.7185976955069455,6.2883333333333296,-8.293258983490432,0.245901639344262,262.0,4.5,1.5,89.0
-0.975,20.0,-1.75521471744116,6.2883333333333296,-8.233947202588524,0.245901639344262,252.5,3.75,1.65,86.25
-0.8500000000000001,20.0,-1.7947187592715923,6.2883333333333296,-8.174675232709944,0.245901639344262,243.0,3.0,1.8,83.5
-0.725,20.0,-1.8371712831197768,6.2883333333333296,-8.115443011559535,0.245901639344262,244.75,3.0,1.95,80.75
-0.6,20.0,-1.882626125345441,6.2883333333333296,-8.056250476995217,0.245901639344262,246.5,3.0,2.1,78.0
-0.725,20.0,-1.9405886817306,6.2883333333333296,-8.174675232709944,0.245901639344262,248.25,3.0,2.225,79.0
-0.8500000000000001,20.0,-1.9994342261440052,6.2883333333333296,-8.293258983490432,0.245901639344262,250.0,3.0,2.35,80.0
-0.975,20.0,-2.0591559140458857,6.2883333333333296,-8.412002228312929,0.245901639344262,227.75,2.75,2.475,81.0
-1.1,20.0,-2.119746592244056,6.2883333333333296,-8.530905468618926,0.245901639344262,205.5,2.5,2.6,82.0
-1.1,20.0,-2.119595985392442,6.2883333333333296,-8.530905468618926,0.245901639344262,183.25,2.25,2.725,82.0
-1.1,20.0,-2.119446021383196,6.2883333333333296,-8.530905468618926,0.245901639344262,161.0,2.0,2.85,82.0
-1.1,20.0,-2.119296805337226,6.2883333333333296,-8.530905468618926,0.245901639344262,140.0,1.75,2.975,82.0
-1.1,20.0,-2.1191453647555782,6.2883333333333296,-8.530905468618926,0.245901639344262,119.0,1.5,3.1,82.0
-1.525,20.0,-2.5791032916174323,6.2883333333333296,-9.06796356436439,0.295081967213115,98.0,1.25,3.625,81.0
-1.95,20.0,-3.0368291380458587,6.2883333333333296,-9.608318407892057,0.295081967213115,77.0,1.0,4.15,80.0
-2.375,20.0,-3.492350131796988,6.2883333333333296,-10.152017609318364,0.295081967213115,61.75,0.75,4.675000000000001,79.0
-2.8,20.0,-3.945697724686309,6.2883333333333296,-10.699109868214803,0.295081967213115,46.5,0.5,5.2,78.0
-3.2,20.0,-4.282651047252389,6.2883333333333296,-11.127003740381326,0.540983606557377,31.25,0.25,5.7,78.75
-3.6,20.5,-4.621559898666793,6.2883333333333296,-11.55700424523485,0.540983606557377,0.0,0.0,6.2,79.5
-4.0,20.5,-4.962401319084004,6.2883333333333296,-11.989135742960627,0.540983606557377,0.0,0.0,6.7,80.25
-4.4,20.5,-5.305142375490336,6.2883333333333296,-12.423423039347256,0.540983606557377,0.0,0.0,7.2,81.0
-4.4,20.5,-5.341383247329072,6.2883333333333296,-12.485641532491798,0.885245901639344,0.0,0.0,6.425000000000001,80.25
-4.4,20.5,-5.377662537227886,6.2883333333333296,-12.54790461073378,0.885245901639344,0.0,0.0,5.65,79.5
