k,P_hvac_1,P_hvac_2,P_hvac_3,P_hvac_4,P_agg,T_1,T_2,T_3,T_4,cost_step
84,0.3745300699435361,0.2611652627175976,3.817495427254713,1.595210206433818,6.048400966349665,19.01757692963034,16.99999324806067,19.00014398123592,18.9999998100016,0.3553435567730428
85,0.39849431985845357,0.2802109496698126,3.899377181046895,1.6337076524439331,6.211790103019094,19.01740699491688,16.99999153294019,19.00006476107012,19.00005220475193,0.10094158917406029
86,0.4201324084220919,0.29807315043371024,3.973552618846278,1.6564637440930239,6.348221921795104,19.01565254582536,16.99999037358189,19.00000834108577,19.00018453096936,0.10315860622917045
87,0.4418502692260439,0.3171646574664134,4.041865245653084,1.6777219619981478,6.4786021343436895,19.01463107522827,16.99998983275551,19.00000270849715,19.00030888212914,0.10527728468308496
88,0.4623582465296105,0.3361826058656256,4.1064052789545595,1.699115704794014,6.60406183614381,19.01377792785143,16.99998952438303,19.00000238393952,19.00043398765352,0.10731600483733691
89,0.4786262283920272,0.35185597239550453,4.180611829306915,1.755044412024406,6.766138442118853,19.01271000833599,16.99998933708535,19.0000026365474,19.00055898022344,0.10994974968443137
90,0.517164463708831,0.3883410301606277,4.241166126322099,1.7710744245178138,6.9177460447093715,19.0138930482398,16.99998862795241,19.000002338393,19.00051867900828,0.1124133732265273
91,0.38723967054815384,0.2609657936983264,4.2913119183616555,1.784265481908769,6.723782864516905,19.01380387639619,16.99999524389539,19.000001996177,19.00053054788698,0.10926147154839971
92,0.5515550859730785,0.4256512967802262,4.334287795327927,1.796039462055858,7.107533640137089,19.00999249020178,17.00000283564215,19.00000188000186,19.00052709625283,0.1154974216522277
93,0.41764020386354955,0.29000267174917543,4.411576294555806,1.870049316181809,6.9892684863503405,19.01162318554817,17.00004540800802,19.00000196510163,19.00052812047351,0.11357561290319304
94,0.4380352747466502,0.31311982458355603,4.48513698496609,1.901659428979058,7.137951513275354,19.0090226768578,17.00004809915952,19.00000162188463,19.00073691649355,0.11599171209072451
95,0.6093543567037105,0.4821980328767561,4.552425927319268,1.928316149270737,7.572294466170471,19.00742730242559,17.00003535348604,19.00000142218112,19.00087951076699,0.12304978507527016
